DataSet,Site,Method,YR,MO,Transect,Depth(m),Pocillopora,Other,Millepora
UvRf-Chains,Uva,UvRf-Chains,2014,Aug,V,2,16.8253968253968,0,0
UvRf-Chains,Uva,UvRf-Chains,2014,Aug,X,2,19.2063492063492,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,I,2,38,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,II,2,32.4444444444444,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,III,2,29.0196078431373,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IV,2,31.1111111111111,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,IX,2,16.3333333333333,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,V,2,13.968253968254,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VI,2,20,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VII,2,4,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,VIII,2,31.2280701754386,0,0
UvRf-Chains,Uva,UvRf-Chains,2015,Aug,X,2,14.6666666666667,0,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,I,2,26.6666666666667,0,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,II,2,27.7777777777778,0,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,III,2,44.2857142857143,0.158730158730159,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IV,2,34.4444444444444,1.58730158730159,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,IX,2,20.1587301587302,0.317460317460317,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,V,2,11.7460317460317,0.317460317460317,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VI,2,21.4285714285714,0,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VII,2,3.33333333333334,0,0
UvRf-Chains,Uva,UvRf-Chains,2016,Apr,VIII,2,21.5873015873016,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,I,2,30.4761904761905,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,II,2,22.2222222222222,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,III,2,29.6825396825397,1.58730158730159,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IV,2,36.6666666666667,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,IX,2,37.6190476190476,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,V,2,33.968253968254,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VI,2,17.6190476190476,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VII,2,13.015873015873,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,VIII,2,2.53968253968254,0,0
UvRf-Chains,Uva,UvRf-Chains,2017,Apr,X,2,21.1111111111111,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,I,2,42.2222222222222,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,II,2,53.968253968254,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,III,2,56.0846560846561,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IV,2,35.7142857142857,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,IX,2,36.5079365079365,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,V,2,3.80952380952381,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VI,2,36.2433862433862,2.38095238095238,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VII,2,15.2380952380952,0,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,VIII,2,31.0405643738977,1.41093474426808,0
UvRf-Chains,Uva,UvRf-Chains,2018,Aug,X,2,50,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,I,1,49.5440729483283,0.60790273556231,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,II,1,51.5901060070671,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,III,1,50.1779359430605,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,IV,1,74.6666666666667,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,V,1,58.1632653061225,2.04081632653061,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2015,Aug,VI,1,60.4562737642585,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,I,2,43.4285714285714,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,II,2,52.463768115942,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,III,2,50.1075268817204,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,IV,2,77.6344086021505,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,V,2,54.2338709677419,0,0
Canal de Afuera-Reef,Canal de Afuera,CPCe over Image/Permanent,2016,Apr,VI,2,64.1904761904762,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,I,3,1.40895390070922,2.60039893617021,22.797030141844
Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,II,3,11.6193747247909,2.95693527080581,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,III,3,0,2.70769230769231,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,IV,3,5.0579575596817,4.34500442086649,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1994,Feb,V,3,3.47851458885942,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,I,3,6.54216335540839,3.37876379690949,31.9946578366446
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,II,3,0.68092715231788,4.63770419426048,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,III,3,0,3.99304078014184,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,IV,3,0,11.3944739168877,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,V,3,0,2.80364444444444,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VI,3,3.31673289183223,4.15302428256071,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VII,3,21.1233333333333,0.244234234234234,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,VIII,3,14.5002680965147,1.30710455764075,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,IX,3,72.7655126498003,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,X,3,72.7750900900901,0.377567567567567,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1995,Jul,XI,3,0,0.052836879432624,97.5912234042553
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,I,3,7.3301651048639,3.59397590361446,57.8814814814815
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,II,3,2.6037527593819,9.49227373068432,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,III,3,0,5.56853084775854,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,IV,3,5.96287878787879,5.03315508021391,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,V,3,0,2.49312169312169,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VI,3,6.13187250996016,6.65471447543161,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VII,3,25.5486295313882,0.22922192749779,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,VIII,3,11.6003926701571,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,IX,3,68.39315008726,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,X,3,75.586995117621,0.120239680426099,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Jan,XI,3,0,0,100
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,I,3,11.0974977658624,1.48342269883825,1.16018766756032
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,II,3,5.61931464174455,3.35358255451713,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,III,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,IV,3,0,7.56267921146953,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,V,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VI,3,6.8368,3.34768888888889,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VII,3,28.7870468611848,0.991423519009726,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,VIII,3,10.7167327168648,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,IX,3,68.4350110375276,0.237880794701987,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,X,3,75.5345317354638,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1997,Oct,XI,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,I,3,9.73036437246964,2.41443994601889,0.076608187134503
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,II,3,7.47528039479587,0.948183041722746,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,III,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,IV,3,0,8.719293598234,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,V,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VI,3,6.29362745098039,3.49304812834225,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VII,3,37.9843059239611,0.590716180371353,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,VIII,3,12.4474494283201,0.238258575197889,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,IX,3,68.9465517241379,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,X,3,38.1264109347443,0.21194885361552,0
Uva_1m2,Uva,Drawing Overlay/Permanent,1998,Mar,XI,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,I,3,26.0959555555556,0.867511111111111,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,II,3,27.7923721340388,5.10806878306878,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,III,3,7.21529982363316,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,IV,3,0.148311111111111,5.22982222222222,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,V,3,10.8399911816579,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VI,3,14.2311555555556,5.9072,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VII,3,48.2216755319149,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,VIII,3,7.10279255319149,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,IX,3,42.3078666666667,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,X,3,37.9617831541218,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2000,May,XI,3,0,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,I,3,28.6259109311741,0.61336032388664,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,II,3,34.0558704453441,2.99595141700405,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,III,3,9.04246947082768,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,IV,3,0,0.883534136546185,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,V,3,8.62710280373832,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VI,3,7.955998229305,4.95387339530766,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VII,3,9.4489247311828,1.79023297491039,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,VIII,3,7.80189845474614,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,IX,3,38.5446065428824,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,X,3,48.6211235955056,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2001,Feb,XI,3,0,0.744786096256685,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,I,3,37.4660008877052,0.713138038171327,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,II,3,49.9488269145639,3.13045595396193,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,III,3,20.1763469119579,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,IV,3,0,1.95166444740346,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,V,3,14.3512582781457,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VI,3,10.6034790171776,8.78869319417265,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VII,3,70.1051231741879,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,VIII,3,6.24166666666667,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,IX,3,39.0215877136059,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,X,3,58.6370078740158,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2002,Mar,XI,3,0,1.59419720767888,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,I,3,46.755,1.63901709401709,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,II,3,55.6720825274017,1.53419299376746,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,III,3,29.5364102564102,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,IV,3,0,1.05248500428449,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,V,3,23.5059101654846,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VI,3,16.1878625613565,6.67135207496654,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VII,3,83.6849048251439,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,VIII,3,7.04044742729306,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,IX,3,35.0735385988398,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,X,3,42.7723042505593,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2003,Mar,XI,3,0,1.46053691275168,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,I,3,49.1195760036085,1.77198917456022,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,II,3,63.2930987821381,0.457961208840775,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,III,3,50.9330732553099,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,IV,3,1.05673378076063,7.50510067114094,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,V,3,30.8624505928853,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VI,3,12.7068769163382,4.27349978098993,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VII,3,64.6742645355571,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,VIII,3,3.64753465121563,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,IX,3,5.59602649006623,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,X,3,33.4111989459815,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2005,Mar,XI,3,4.93818336524144,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,I,3,51.527398743773,2.00498158977691,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,II,3,67.4805808409189,1.325877763329,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,III,3,60.7243406830955,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,IV,3,6.58228346456693,6.16408573928259,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,V,3,22.7102396514161,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VI,3,23.3508456433312,6.65557696424749,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VII,3,86.6529804174736,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,VIII,3,2.68419829941241,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,IX,3,1.91801510248112,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,X,3,25.6039366709456,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2006,Mar,XI,3,6.85700107874865,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,I,3,55.0951140065147,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,II,3,93.3040397494059,2.23404623028732,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,III,3,89.9533290239173,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,IV,3,16.1267428453913,3.19521837390583,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,V,3,12.6899504443541,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VI,3,9.91255355612682,7.16229648671808,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VII,3,92.1250589496249,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,VIII,3,2.283430295195,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,IX,3,0.731830406143475,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,X,3,31.0815200868621,0.282301845819761,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2007,Jul,XI,3,7.21732899022801,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,I,3,68.8244047619048,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,II,3,81.2357297316887,2.3332769569647,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,III,3,80.6160980058932,0.401846601082977,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,IV,3,36.9122343409412,4.10223866841903,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,V,3,27.3100394584457,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VI,3,18.4264475649357,4.89320192034339,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VII,3,85.220101093383,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,VIII,3,1.71630653429369,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,IX,3,1.50567399710554,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,X,3,47.4854695625574,0.421790557764862,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2010,Mar,XI,3,23.1098291781579,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,I,3,76.671104,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,II,3,89.856064,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,III,3,89.051584,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,IV,3,34.291008,2.15136,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,IX,3,80.3152,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,V,3,16.384576,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VI,3,21.18688,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VII,3,26.657856,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,VIII,3,19.735744,10.872128,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,X,3,1.543616,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2014,Aug,XI,3,23.444032,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,I,3,88.67616,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,II,3,94.866816,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,III,3,93.55904,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IV,3,44.231808,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IX,3,82.27648,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,I,3,86.3916382838604,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,II,3,91.4668321552348,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,III,3,88.9483037743109,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IV,3,68.8624428844132,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,V,3,15.2317103735169,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VI,3,22.3094132496877,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VII,3,20.9315193965517,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VIII,3,37.9682769412682,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,IX,3,84.1616822228473,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,X,3,8.10461054359909,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,XI,3,36.2699858110965,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,V,3,14.321408,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VI,3,16.79488,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VII,3,20.872832,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,VIII,3,25.48224,8.68416,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,X,3,8.521664,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2015,Aug,XI,3,35.027584,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,I,3,71.6022483,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,X,3,15.2388977,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,XI,3,33.6587389,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,II,3,58.9612764,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,III,3,42.7083168,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,IV,3,39.7377579,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,V,3,16.3358306,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VI,3,28.2057275,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VII,3,19.9389132,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,VIII,3,35.543438,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2016,Apr,IX,3,70.1142817,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,I,3,93.140544,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,II,3,91.36032,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,III,3,74.6288,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,IV,3,64.926656,2.170368,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VI,3,78.19232,6.784832,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VII,3,94.058816,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,VIII,3,90.40416,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,IX,3,38.26592,0.228864,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,X,3,29.454656,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2017,Apr,XI,3,27.837376,0.19072,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,I,2,83.97696,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,II,2,97.325504,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,III,2,70.849344,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,IV,2,46.261952,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,IX,2,75.586176,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,V,2,25.662848,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VI,2,32.871104,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VII,2,29.950592,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,VIII,2,48.390208,4.845632,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,X,2,49.787584,0,0
Uva_1m2,Uva,Drawing Overlay/Permanent,2018,Aug,XI,2,92.86592,0,0
